"TIME","GEO","UNIT","ICD10","AGE","RESID","SEX","Value","Flag and Footnotes"
"2019","Italy","Number","Diseases of the nervous system and the sense organs (G00-H95)","Total","All deaths reported in the country","Males",":",""
"2019","Italy","Number","Diseases of the nervous system and the sense organs (G00-H95)","Total","All deaths reported in the country","Females",":",""
"2019","Italy","Number","Diseases of the circulatory system (I00-I99)","Total","All deaths reported in the country","Total",":",""
"2019","Italy","Number","Diseases of the circulatory system (I00-I99)","Total","All deaths reported in the country","Males",":",""
"2019","Italy","Number","Diseases of the circulatory system (I00-I99)","Total","All deaths reported in the country","Females",":",""
"2019","Italy","Number","Diseases of the respiratory system (J00-J99)","Total","All deaths reported in the country","Total",":",""
"2019","Italy","Number","Diseases of the respiratory system (J00-J99)","Total","All deaths reported in the country","Males",":",""
"2019","Italy","Number","Diseases of the respiratory system (J00-J99)","Total","All deaths reported in the country","Females",":",""
"2019","Italy","Number","Diseases of the digestive system (K00-K93)","Total","All deaths reported in the country","Total",":",""
"2019","Italy","Number","Diseases of the digestive system (K00-K93)","Total","All deaths reported in the country","Males",":",""
"2019","Italy","Number","Diseases of the digestive system (K00-K93)","Total","All deaths reported in the country","Females",":",""
"2019","Italy","Number","Diseases of the skin and subcutaneous tissue (L00-L99)","Total","All deaths reported in the country","Total",":",""
"2019","Italy","Number","Diseases of the skin and subcutaneous tissue (L00-L99)","Total","All deaths reported in the country","Males",":",""
"2019","Italy","Number","Diseases of the skin and subcutaneous tissue (L00-L99)","Total","All deaths reported in the country","Females",":",""
"2019","Italy","Number","Diseases of the musculoskeletal system and connective tissue (M00-M99)","Total","All deaths reported in the country","Total",":",""
"2019","Italy","Number","Diseases of the musculoskeletal system and connective tissue (M00-M99)","Total","All deaths reported in the country","Males",":",""
"2019","Italy","Number","Diseases of the musculoskeletal system and connective tissue (M00-M99)","Total","All deaths reported in the country","Females",":",""
"2019","Italy","Number","Diseases of the genitourinary system (N00-N99)","Total","All deaths reported in the country","Total",":",""
"2019","Italy","Number","Diseases of the genitourinary system (N00-N99)","Total","All deaths reported in the country","Males",":",""
"2019","Italy","Number","Diseases of the genitourinary system (N00-N99)","Total","All deaths reported in the country","Females",":",""
"2019","Italy","Number","Pregnancy, childbirth and the puerperium (O00-O99)","Total","All deaths reported in the country","Total",":",""
"2019","Italy","Number","Pregnancy, childbirth and the puerperium (O00-O99)","Total","All deaths reported in the country","Males",":",""
"2019","Italy","Number","Pregnancy, childbirth and the puerperium (O00-O99)","Total","All deaths reported in the country","Females",":",""
"2019","Italy","Number","Certain conditions originating in the perinatal period (P00-P96)","Total","All deaths reported in the country","Total",":",""
"2019","Italy","Number","Certain conditions originating in the perinatal period (P00-P96)","Total","All deaths reported in the country","Males",":",""
"2019","Italy","Number","Certain conditions originating in the perinatal period (P00-P96)","Total","All deaths reported in the country","Females",":",""
"2019","Italy","Number","Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)","Total","All deaths reported in the country","Total",":",""
"2019","Italy","Number","Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)","Total","All deaths reported in the country","Males",":",""
"2019","Italy","Number","Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)","Total","All deaths reported in the country","Females",":",""
"2019","Italy","Number","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)","Total","All deaths reported in the country","Total",":",""
"2019","Italy","Number","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)","Total","All deaths reported in the country","Males",":",""
"2019","Italy","Number","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)","Total","All deaths reported in the country","Females",":",""
"2019","Cyprus","Number","Certain infectious and parasitic diseases (A00-B99)","Total","All deaths reported in the country","Total",":",""
"2019","Cyprus","Number","Certain infectious and parasitic diseases (A00-B99)","Total","All deaths reported in the country","Males",":",""
"2019","Cyprus","Number","Certain infectious and parasitic diseases (A00-B99)","Total","All deaths reported in the country","Females",":",""
"2019","Cyprus","Number","Malignant neoplasms (C00-C97)","Total","All deaths reported in the country","Total",":",""
"2019","Cyprus","Number","Malignant neoplasms (C00-C97)","Total","All deaths reported in the country","Males",":",""
"2019","Cyprus","Number","Malignant neoplasms (C00-C97)","Total","All deaths reported in the country","Females",":",""
"2019","Cyprus","Number","Non-malignant neoplasms (benign and uncertain)","Total","All deaths reported in the country","Total",":",""
"2019","Cyprus","Number","Non-malignant neoplasms (benign and uncertain)","Total","All deaths reported in the country","Males",":",""
"2019","Cyprus","Number","Non-malignant neoplasms (benign and uncertain)","Total","All deaths reported in the country","Females",":",""
"2019","Cyprus","Number","Endocrine, nutritional and metabolic diseases (E00-E90)","Total","All deaths reported in the country","Total",":",""
"2019","Cyprus","Number","Endocrine, nutritional and metabolic diseases (E00-E90)","Total","All deaths reported in the country","Males",":",""
"2019","Cyprus","Number","Endocrine, nutritional and metabolic diseases (E00-E90)","Total","All deaths reported in the country","Females",":",""
"2019","Cyprus","Number","Mental and behavioural disorders (F00-F99)","Total","All deaths reported in the country","Total",":",""
"2019","Cyprus","Number","Mental and behavioural disorders (F00-F99)","Total","All deaths reported in the country","Males",":",""
"2019","Cyprus","Number","Mental and behavioural disorders (F00-F99)","Total","All deaths reported in the country","Females",":",""
"2019","Cyprus","Number","Diseases of the nervous system and the sense organs (G00-H95)","Total","All deaths reported in the country","Total",":",""
"2019","Cyprus","Number","Diseases of the nervous system and the sense organs (G00-H95)","Total","All deaths reported in the country","Males",":",""
"2019","Cyprus","Number","Diseases of the nervous system and the sense organs (G00-H95)","Total","All deaths reported in the country","Females",":",""
"2019","Cyprus","Number","Diseases of the circulatory system (I00-I99)","Total","All deaths reported in the country","Total",":",""
"2019","Cyprus","Number","Diseases of the circulatory system (I00-I99)","Total","All deaths reported in the country","Males",":",""
"2019","Cyprus","Number","Diseases of the circulatory system (I00-I99)","Total","All deaths reported in the country","Females",":",""
"2019","Cyprus","Number","Diseases of the respiratory system (J00-J99)","Total","All deaths reported in the country","Total",":",""
"2019","Cyprus","Number","Diseases of the respiratory system (J00-J99)","Total","All deaths reported in the country","Males",":",""
"2019","Cyprus","Number","Diseases of the respiratory system (J00-J99)","Total","All deaths reported in the country","Females",":",""
"2019","Cyprus","Number","Diseases of the digestive system (K00-K93)","Total","All deaths reported in the country","Total",":",""
"2019","Cyprus","Number","Diseases of the digestive system (K00-K93)","Total","All deaths reported in the country","Males",":",""
"2019","Cyprus","Number","Diseases of the digestive system (K00-K93)","Total","All deaths reported in the country","Females",":",""
